date,account,daily_pnl,trade_count,avg_size_usd,total_fees,win_rate,long_ratio,net_pnl,value,classification,sentiment_binary,risk_segment,frequency_segment,performance_segment
2024-03-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4271.886236,59,1579.5469491525423,-1.863835,1.0,0.2542372881355932,4273.750071,81,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9949.501624,107,3043.1693457943925,8.502951,0.9065420560747663,0.7663551401869159,9940.998673,84,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2482.9272,38,2861.7223684210526,4.505637,0.7631578947368421,1.0,2478.421563,79,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3588.179495,39,2257.265384615385,4.22556,1.0,0.282051282051282,3583.953935,82,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3039.166,7,7577.144285714285,2.545914,1.0,0.0,3036.6200860000004,81,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,65.480454,1,6066.28,2.123198,1.0,0.0,63.35725599999999,88,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-03-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3400.385378,15,6775.572,4.878396,1.0,0.0,3395.506982,88,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,338.42832,1,10341.75,3.619613,1.0,0.0,334.80870699999997,83,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-03-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5509.2545,32,3927.0584375,7.746663,1.0,0.34375,5501.507837,83,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,388.830831,8,4176.4725,11.694117,1.0,0.375,377.136714,83,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-03-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,228.57984,1,6223.28,2.178147,1.0,0.0,226.401693,81,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-03-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,429.683075,4,13561.6675,18.986331,1.0,0.0,410.696744,79,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-03-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,73.61088,6,405.615,0.42455,1.0,1.0,73.18633,79,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1244.6384,5,5248.636,8.8177,1.0,0.0,1235.8207,77,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,212.3193,1,5214.47,1.825065,1.0,0.0,210.494235,77,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-03-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,842.799493,5,18014.602,8.647007,1.0,1.0,834.152486,79,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-174.00152,2,4913.825,3.439678,0.0,0.0,-177.441198,79,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-03-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2593.147623,56,1287.8389285714286,9.848233,1.0,0.3928571428571428,2583.2993899999997,74,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3829.986976,4,10959.12,15.342767,1.0,0.0,3814.644209,74,Greed,Greed,High Risk,Infrequent,Inconsistent
2024-03-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2097.182,22,2177.5227272727275,4.59891,1.0,1.0,2092.5830899999996,78,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,238.326075,1,5240.76,1.834265,1.0,0.0,236.49181,78,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-03-24,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1297.018477,15,3043.171333333333,4.382155,1.0,1.0,1292.636322,74,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1302.916428,6,9019.411666666669,18.940764,1.0,0.0,1283.975664,75,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-03-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,20.599193,1,5980.04,2.093015,1.0,1.0,18.506178,81,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-03-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3195.3074,109,815.4777064220183,11.525779,1.0,0.0,3183.781621,81,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,189.192,12,3004.340833333333,12.618229,1.0,0.25,176.57377100000002,83,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-03-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-38.78086,7,916.96,0.62427,0.0,0.5714285714285714,-39.40513,83,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,227.851008,9,837.8866666666667,1.308561,1.0,1.0,226.542447,80,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.097404,6,8985.483333333334,18.869515999999997,1.0,0.0,864.227888,79,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-03-30,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1100.57514,44,1161.415,5.139295,1.0,0.0,1095.435845,75,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-03-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,912.786145,10,3091.419,10.819956,1.0,0.0,901.966189,75,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.840939,2,8998.539999999999,6.298978,1.0,1.0,-5.458039,79,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-04-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2465.273847,40,1652.122,13.972204,0.975,0.025,2451.301643,79,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.760812,12,11222.843333333332,47.135934,1.0,0.25,836.624878,79,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.7884,1,3507.35,0.336704,1.0,0.0,126.451696,71,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4444.4983010000005,7,22076.25,54.086805000000005,1.0,1.0,4390.411496000001,79,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-04-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5296.433789,75,2070.6101333333336,19.556384,1.0,0.0,5276.877404999999,79,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,965.552216,8,3245.635,9.087777,1.0,0.0,956.464439,79,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,236.335134,4,4558.530000000001,6.381939,1.0,0.0,229.953195,75,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-04-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1218.4267,1,23777.92,2.28268,1.0,1.0,1216.14402,76,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-04-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5207.443414,36,9103.823611111113,114.708154,1.0,0.9722222222222222,5092.73526,78,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,389.743164,2,12196.82,8.537773999999999,1.0,0.0,381.20539,76,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
